HS4,HS4 Description
8456,"MACHINE TOOLS FOR WORKING ANY MATERIAL BY REMOVAL OF MATERIAL, BY LASER/OTHER LIGHT/PHOTON BEAM, ULTRASONIC, ELECTRO-DISCH ETC; WATER-JET CUTTING MACH"
8457,"MACHINING CENTERS, UNIT CONSTRUCTION MACHINES AND MULTISTATION TRANSFER MACHINES, FOR WORKING METAL"
8458,"LATHES FOR REMOVING METAL, INCLUDING TURNING CENTERS"
8459,"MACHINE TOOLS, OTHER THAN LATHES, FOR DRILLING, BORING, MILLING, THREADING OR TAPPING BY REMOVING METAL"
8460,"MACHINE TOOLS FOR DEBURRING, HONING OR OTHERWISE FINISHING METAL OR CERMETS BY MEANS OF GRINDING, ABRASIVE OR POLISHING PRODUCTS, NESOI"
8461,"MACHINE TOOLS FOR PLANING, SHAPING, BROACHING ETC., GEAR CUTTING, GEAR FINISHING ETC., AND OTHER MACHINE TOOLS WORKING BY REMOVING METAL ETC., NESOI"
8462,"MACHINE TOOLS FOR WORKING METAL BY FORGING ETC., BY BENDING, FOLDING, SHEARING ETC.; PRESSES FOR WORKING METAL OR METAL CARBIDES NESOI"
8463,"MACHINE TOOLS FOR WORKING METAL OR CERMETS, WITHOUT REMOVING METAL, NESOI"
8464,"MACHINE TOOLS FOR WORKING STONE, CERAMICS, CONCRETE, ASBESTOS-CEMENT OR LIKE MINERAL MATERIALS OR FOR COLD WORKING GLASS"
8465,"MACHINE TOOLS FOR WORKING WOOD, CORK, BONE, HARD RUBBER, HARD PLASTICS OR SIMILAR HARD MATERIALS (INCLUDING MACHINES FOR NAILING, STAPLING ETC.)"
8466,"PARTS AND ACCESSORIES FOR USE WITH MACHINE TOOLS OF HEADINGS 8456 TO 8465, INCLUDING WORK OR TOOL HOLDERS AND OTHER SPECIAL ATTACHMENTS"
8467,"TOOLS FOR WORKING IN THE HAND, PNEUMATIC, HYDRAULIC OR WITH SELF-CONTAINED ELECTRIC OR NONELECTRIC MOTOR, AND PARTS THEREOF"
8468,"MACHINERY AND APPARATUS FOR SOLDERING, BRAZING OR WELDING, NONELECTRIC; GAS-OPERATED SURFACE TEMPERING MACHINES AND APPLIANCES; PARTS THEREOF"
8469,TYPEWRITERS (EXCEPT PRINTERS OF 8471) AND WORD PROCESSING MACHINES
8470,"CALCULATING MACHINES (INCL POCKET-SIZE DATA TYPE); ACCOUNTING, POSTAGE-FRANKING & TICKET-ISSUING & LIKE MACH WITH CALCULATING DEVICE; CASH REGISTERS"
8471,"AUTOMATIC DATA PROCESSING MACHINES AND UNITS THEREOF; MAGNETIC OR OPTICAL READERS, MACHINES FOR TRANSCRIBING AND PROCESSING CODED DATA, NESOI"
8472,"OFFICE MACHINES NESOI (INCLUDING DUPLICATING MACHINES, ADDRESSING MACHINES, BANKNOTE DISPENSERS, COIN-SORTING, COIN-COUNTING OR WRAPPING MACHINES)"
8473,PARTS AND ACCESSORIES NESOI FOR TYPEWRITERS AND OTHER OFFICE MACHINES OF HEADINGS 8469 TO 8472
8474,"MACHINERY FOR SORTING, GRINDING ETC. MINERALS; MACHINERY FOR AGGLOMERATING ETC. MINERAL PRODUCTS AND FOR FORMING FOUNDRY MOLDS OF SAND; PARTS THEREOF"
8475,"MACHINES FOR ASSEMBLING ELECTRIC LAMPS, TUBES OR FLASHBULBS, IN GLASS ENVELOPES; MACHINES FOR MAKING OR HOT WORKING GLASS OR GLASSWARE; PARTS THEREOF"
8476,"AUTOMATIC GOODS VENDING MACHINES, INCLUDING CIGARETTE, FOOD OR BEVERAGE AND MONEY-CHANGING MACHINES; PARTS THEREOF"
8477,"MACHINERY FOR WORKING RUBBER OR PLASTICS OR FOR THE MANUFACTURE OF PRODUCTS THEREFROM, NESOI; PARTS THEREOF"
8478,"MACHINERY FOR PREPARING OR MAKING UP TOBACCO, NESOI; PARTS THEREOF"
8479,"MACHINES AND MECHANICAL APPLIANCES HAVING INDIVIDUAL FUNCTIONS, NESOI; PARTS THEREOF"
8480,"MOLDING BOXES FOR METAL FOUNDRY; MOLD BASES; MOLDING PATTERNS; MOLDS FOR METALS, NESOI, METAL CARBIDES, GLASS, MINERAL MATERIALS, RUBBER OR PLASTICS"
8481,"TAPS, COCKS, VALVES AND SIMILAR APPLIANCES FOR PIPES, BOILER SHELLS, TANKS, VATS OR THE LIKE; PARTS THEREOF"
8482,"BALL OR ROLLER BEARINGS, AND PARTS THEREOF"
8483,"TRANSMISSION SHAFTS AND CRANKS; BEARING HOUSINGS, HOUSED BEARINGS ETC.; GEARS AND GEARING; BALL & ROLLER SCREWS; CLUTCHES, ETC.; AND PARTS"
8484,"GASKETS AND LIKE JOINTS OF METAL SHEET COMBINED WITH OTHER MATERIAL OR METAL LAYERS; ASSORTMENTS OF GASKETS AND LIKE JOINTS, MECHANICAL SEALS, ETC."
8485,"MACHINERY PARTS, NOT CONTAINING ELECTRICAL CONNECTORS, INSULATORS, COILS, CONTACTS OR OTHER ELECTRICAL FEATURES, NESOI"
8486,"MACHINES AND APPS USED SOLEY FOR MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, ETC.; MACHINES AND APPARATUS SPECIFIED IN NOTE 9(C) CH 84; PARTS"
8487,"MACHINERY PARTS, NOT CONT. ELECTRICAL CONNECTORS, INSULATORS, COILS, CONTACTS, ETC. NESOI"
8501,ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS)
8502,ELECTRIC GENERATING SETS AND ROTARY CONVERTERS
8503,"PARTS OF ELECTRIC MOTORS, GENERATORS, GENERATING SETS AND ROTAARY CONVERTERS"
8504,"ELECTRICAL TRANSFORMERS, STATIC CONVERTERS OR INDUCTORS; POWER SUPPLIES FOR ADP MACHINES OR UNITS; PARTS THEREOF"
8505,"ELECTROMAGNETS; PERMANENT MAGNETS AND ARTICLES TO BE PERMANENT AFTER MAGNETIZATION; ELECTROMAGNETIC OR PERMANENT MAGNET CHUCKS, BRAKES ETC.; PARTS"
8506,PRIMARY CELLS AND PRIMARY BATTERIES; PARTS THEREOF
8507,"ELECTRIC STORAGE BATTERIES, INCLUDING SEPARATORS THEREFOR; PARTS THEREOF"
8508,VACUUM CLEANERS; PARTS THEREOF
8509,"ELECTROMECHANICAL DOMESTIC APPLIANCES, WITH SELF-CONTAINED ELECTRIC MOTOR; PARTS THEREOF"
8510,"ELECTRIC SHAVERS AND HAIR CLIPPERS AND HAIR-REMOVING APPLIANCES, WITH SELF-CONTAINED ELECTRIC MOTOR; PARTS THEREOF"
8511,ELECTRICAL IGNITION OR STARTING EQUIPMENT USED FOR SPARK-IGNITION OR COMPRESSION-IGNITION INTERNAL COMBUSTION ENGINES; GENERATORS ETC. THEREFOR; PARTS
8512,"ELECTRICAL LIGHTING OR SIGNALING EQUIPMENT NESOI, WINDSHIELD WIPERS, DEFROSTERS AND DEMISTERS USED FOR CYCLES OR MOTOR VEHICLES; PARTS THEREOF"
8513,"PORTABLE ELECTRIC LAMPS DESIGNED TO FUNCTION ON OWN ENERGY SOURCE (DRY BATTERIES, STORAGE BATTERIES, MAGNETOS), EXCEPT FOR MOTOR VEHICLES ETC.; PARTS"
8514,INDUSTRIAL OR LABORATORY ELECTRIC FURNACES AND OVENS; OTHER INDUSTRIAL OR LABORATORY INDUCTION OR DIELECTRIC HEATING EQUIPMENT; PARTS THEREOF
8515,"ELECTRIC LASER, OTHER LIGHT OR PHOTON BEAM, ETC. APPARATUS, FOR SOLDERING OR WELDING ETC.; ELECTRIC MACHINES FOR HOT SPRAYING OF METALS; PARTS THEREOF"
8516,"ELECTRIC WATER HEATERS ETC., SPACE AND SOIL HEATING APPARATUS; ELECTROTHERMIC HAIR APPARATUS (CURLERS ETC.), HAND-DRYERS, FLATIRONS ETC.; PARTS"
8517,"ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY, INCLUDING SUCH APPARATUS FOR CARRIER-CURRENT OR DIGITAL LINE SYSTEMS; PARTS THEREOF"
8518,"MICROPHONES AND STANDS THEREFOR; LOUDSPEAKERS; HEADPHONES, EARPHONES ETC.; AUDIO-FREQUENCY ELECTRIC AMPLIFIERS; ELECTRIC SOUND AMPLIFIER SETS; PARTS"
8519,"TURNTABLES, RECORD PLAYERS, CASSETTE PLAYERS AND OTHER SOUND REPRODUCING APPARATUS, NOT INCORPORATING A SOUND RECORDING DEVICE"
8520,"MAGNETIC TAPE RECORDERS AND OTHER SOUND RECORDING APPARATUS, WHETHER OR NOT INCORPORATING A SOUND REPRODUCING DEVICE"
8521,"VIDEO RECORDING OR REPRODUCING APPARATUS, WHETHER OR NOT INCORPORATING A VIDEO TUNER"
8522,PARTS AND ACCESSORIES SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE APPARATUS OF HEADINGS 8519 OR 8521
8523,PREPARED UNRECORDED MEDIA (OTHER THAN MOTION-PICTURE FILM) FOR SOUND RECORDING OR SIMILAR RECORDING OF OTHER PHENOMENA
8524,"RECORDS, TAPES AND OTHER RECORDED MEDIA FOR SOUND OR OTHER SIMILARLY RECORDED PHENOMENA, INCLUDING MATRICES AND MASTERS FOR THE PRODUCTION OF RECORDS"
8525,"TRANSMISSION APPARATUS FOR RADIOTELEPHONY, RADIOTELEGRAPHY, RADIOBROADCASTING OR TV; TV CAMERAS; STILL IMAGE VIDEO CAMERAS AND RECRDRS;DIGITAL CAMERAS"
8526,"RADAR APPARATUS, RADIO NAVIGATIONAL AID APPARATUS AND RADIO REMOTE CONTROL APPARATUS"
8527,"RECEPTION APPARATUS FOR RADIOTELEPHONY, RADIOTELEGRAPHY OR RADIOBROADCASTING, WHETHER OR NOT COMBINED WITH SOUND RECORDING OR REPRODUCING APPARATUS"
8528,"TELEVISION RECEIVERS, INCLUDING VIDEO MONITORS AND VIDEO PROJECTORS"
8529,"PARTS FOR TELEVISION, RADIO AND RADAR APPARATUS (OF HEADINGS 8525 TO 8528)"
8530,"ELECTRICAL SIGNALING, SAFETY OR TRAFFIC CONTROL EQUIPMENT FOR RAILWAYS, ROADS, INLAND WATERWAYS, PARKING FACILITIES ETC.; PARTS THEREOF"
8531,"ELECTRIC SOUND OR VISUAL SIGNALING APPARATUS (BELLS, SIRENS, BURGLAR OR FIRE ALARMS ETC.), NESOI; AND PARTS THEREOF"
8532,"ELECTRICAL CAPACITORS, FIXED, VARIABLE OR ADJUSTABLE (PRE-SET); PARTS THEREOF"
8533,"ELECTRICAL RESISTORS (INCLUDING RHEOSTATS AND POTENTIOMETERS), OTHER THAN HEATING RESISTORS; PARTS THEREOF"
8534,PRINTED CIRCUITS
8535,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS, VOLTAGE OVER 1,000 V"
8536,"ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTIONS TO OR IN ELECTRICAL CIRCUITS, VOLTAGE NOT OVER 1,000 V"
8537,"BOARDS, PANELS ETC. WITH TWO OR MORE APPAR FOR SWITCHING ETC. ELEC CIRCUITS (HEADING 8535, 8536) OR OPTICAL ETC. INSTRUMENT OF CHAPTER 90; N/C APPAR"
8538,"PARTS FOR ELECTRICAL APPARATUS FOR SWITCHING ETC. ELECTRIC CIRCUITS (OF HEADING 8535 OR 8536) AND PANELS, BOARDS, CONSOLES ETC. (OF HEADING 8537)"
8539,"ELECTRIC FILAMENT OR DISCHARGE LAMPS, INCLUDING SEALED BEAM LAMP UNITS AND ULTRAVIOLET OR INFRARED LAMPS; ARC LAMPS; PARTS THEREOF"
8540,"THERMIONIC, COLD CATHODE OR PHOTOCATHODE TUBES (VACUUM, VAPOR OR GAS FILLED TUBES, CATHODE-RAY TUBES, TELEVISION CAMERA TUBES ETC.); PARTS THEREOF"
8541,"DIODES, TRANSISTORS AND SIMILAR DEVICES; PHOTOSENSITIVE SEMICONDUCTOR DEVICES; LIGHT-EMITTING DIODES; MOUNTED PIEZOELECTRIC CRYSTALS; PARTS THEREOF"
8542,ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES; PARTS THEREOF
8543,"ELECTRICAL MACHINES AND APPARATUS, HAVING INDIVIDUAL FUNCTIONS, NESOI; PARTS THEREOF"
8544,"INSULATED WIRE, CABLE AND OTHER INSULATED ELECTRICAL CONDUCTORS; OPTICAL FIBER CABLES, OF INDIVIDUALLY SHEATHED FIBERS, WITH CONDUCTORS ETC. OR NOT"
8545,"CARBON ELECTRODES, CARBON BRUSHES, LAMP CARBONS, BATTERY CARBONS AND OTHER ARTICLES OF GRAPHITE OR OTHER CARBON USED FOR ELECTRICAL PURPOSES"
8546,ELECTRICAL INSULATORS OF ANY MATERIAL
8547,"INSULATING FITTINGS FOR ELECTRICAL MACHINES ETC., PRIMARILY OF INSULATING MATERIALS; CONDUIT TUBING ETC. OF BASE METAL LINED WITH INSULATING MATERIAL"
8548,"WASTE & SCRAP OF PRIMARY CELLS AND BATTERIES; SPENT PRIMARY CELLS AND BATTERIES; ELECTRICAL PARTS OF MACHINERY OR APPARATUS, NESOI"
8549,ELECTRICAL AND ELECTRONIC WASTE AND SCRAP
8601,RAIL LOCOMOTIVES POWERED FROM AN EXTERNAL SOURCE OF ELECTRICITY OR BY ELECTRIC ACCUMULATORS (BATTERIES)
8602,"RAIL LOCOMOTIVES, OTHER THAN ELECTRIC, NESOI; LOCOMOTIVE TENDERS"
8603,"SELF-PROPELLED RAILWAY OR TRAMWAY COACHES, VANS AND TRUCKS, NESOI"
8604,"RAILWAY OR TRAMWAY MAINTENANCE OR SERVICE VEHICLES, WHETHER OR NOT SELF-PROPELLED (FOR EXAMPLE, WORKSHOPS, CRANES, BALLAST TAMPERS, TRACKLINERS, ETC.)"
8605,"RAILWAY OR TRAMWAY PASSENGER COACHES, LUGGAGE VANS, POST OFFICE COACHES AND OTHER SPECIAL PURPOSE RAIL OR TRAMWAY COACHES, NOT SELF-PROPELLED, NESOI"
8606,"RAILWAY OR TRAMWAY FREIGHT CARS, NOT SELF-PROPELLED"
8607,PARTS OF RAILWAY OR TRAMWAY LOCOMOTIVES OR ROLLING STOCK
8608,"RAIL TRACK FIXTURES; MECHANICAL SIGNALING, SAFETY OR TRAFFIC CONTROL EQUIPMENT FOR RAIL, ROAD, WATERWAY, PARKING, AIRFIELD ETC. AREAS; PARTS THEREOF"
8609,CONTAINERS (INCLUDING CONTAINERS FOR THE TRANSPORT OF FLUIDS) SPECIALLY DESIGNED AND EQUIPPED FOR CARRIAGE BY ONE OR MORE MODES OF TRANSPORT
8701,TRACTORS (OTHER THAN WORKS TRUCKS OF HEADING 8709)
8702,"MOTOR VEHICLES FOR THE TRANSPORT OF TEN OR MORE PERSONS, INCLUDING THE DRIVER"
8703,"MOTOR CARS AND OTHER MOTOR VEHICLES DESIGNED TO TRANSPORT PEOPLE (OTHER THAN PUBLIC-TRANSPORT TYPE), INCLUDING STATION WAGONS AND RACING CARS"
8704,MOTOR VEHICLES FOR THE TRANSPORT OF GOODS
8705,"SPECIAL PURPOSE MOTOR VEHICLES, NESOI, INCLUDING WRECKERS, MOBILE CRANES, FIRE FIGHTING VEHICLES, CONCRETE MIXERS, MOBILE WORKSHOPS, ETC."
8706,"CHASSIS FITTED WITH ENGINES FOR TRACTORS, MOTOR VEHICLES FOR PASSENGERS, GOODS TRANSPORT VEHICLES AND SPECIAL PURPOSE MOTOR VEHICLES"
8707,"BODIES (INCLUDING CABS), FOR TRACTORS, PUBLIC-TRANSPORT PASSENGER VEHICLES, MOTOR CARS, GOODS TRANSPORT VEHICLES AND SPECIAL PURPOSE MOTOR VEHICLES"
8708,"PARTS AND ACCESSORIES FOR TRACTORS, PUBLIC-TRANSPORT PASSENGER VEHICLES, MOTOR CARS, GOODS TRANSPORT MOTOR VEHICLES AND SPECIAL PURPOSE MOTOR VEHICLES"
8709,"WORKS TRUCKS, SELF-PROPELLED, NOT FITTED WITH LIFTING OR HANDLING EQUIPMENT; TRACTORS USED ON RAILWAY STATION PLATFORMS; PARTS THEREOF"
8710,"TANKS AND OTHER ARMORED FIGHTING VEHICLES, MOTORIZED, WHETHER OR NOT FITTED WITH WEAPONS, AND PARTS OF SUCH VEHICLES"
8711,"MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDECARS; SIDECARS"
8712,"BICYCLES AND OTHER CYCLES (INCLUDING DELIVERY TRICYCLES), NOT MOTORIZED"
8713,"CARRIAGES FOR DISABLED PERSONS, WHETHER OR NOT MOTORIZED OR OTHERWISE MECHANICALLY PROPELLED"
8714,"PARTS AND ACCESSORIES FOR MOTORCYCLES, BICYCLES AND OTHER CYCLES, INCLUDING PARTS AND ACCESSORIES FOR DELIVERY TRICYCLES AND INVALID CARRIAGES"
8715,BABY CARRIAGES (INCLUDING STROLLERS) AND PARTS THEREOF
8716,"TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; AND PARTS THEREOF"
8800,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS"
8801,"BALLOONS AND DIRIGIBLES; GLIDERS, HANG GLIDERS AND OTHER NON-POWERED AIRCRAFT"
8802,"AIRCRAFT, POWERED (FOR EXAMPLE, HELICOPTERS, AIRPLANES); SPACECRAFT (INCLUDING SATELLITES) AND SPACECRAFT LAUNCH VEHICLES"
8803,"PARTS OF BALLOONS, DIRIGIBLES, GLIDERS, AIRPLANES, OTHER AIRCRAFT, SPACECRAFT AND SPACECRAFT LAUNCH VEHICLES"
8804,PARACHUTES (INCLUDING DIRIGIBLE PARACHUTES) AND ROTOCHUTES; PARTS AND ACCESSORIES THERETO
8805,AIRCRAFT LAUNCHING GEAR; DECK-ARRESTOR OR SIMILAR GEAR; GROUND FLYING TRAINERS; PARTS THEREOF
8806,UNMANNED AIRCRAFT
8807,"PARTS OF GOODS OF HEADING 8801, 8802 OR 8806"
8901,"VESSELS FOR THE TRANSPORT OF PERSONS OR GOODS, INCLUDING CRUISE SHIPS, EXCURSION BOATS, FERRY BOATS, CARGO SHIPS AND BARGES"
8902,FISHING VESSELS; FACTORY SHIPS AND OTHER VESSELS FOR PROCESSING OR PRESERVING FISHERY PRODUCTS
8903,YACHTS AND OTHER VESSELS FOR PLEASURE OR SPORTS; ROW BOATS AND CANOES
8904,TUGS AND PUSHER CRAFT VESSELS
8905,"LIGHT-VESSELS, FIRE-FLOATS, DREDGERS, FLOATING CRANES ETC.; FLOATING DOCKS; FLOATING OR SUBMERSIBLE DRILLING OR PRODUCTION PLATFORMS"
8906,"VESSELS NESOI, INCLUDING WARSHIPS AND LIFEBOATS OTHER THAN ROW BOATS"
8907,"FLOATING STRUCTURES NESOI (INCLUDING RAFTS, TANKS, COFFERDAMS, LANDING STAGES, BUOYS AND BEACONS)"
8908,VESSELS AND FLOATING STRUCTURES FOR BREAKING UP (SCRAPPING)
9001,"OPTICAL FIBERS AND OPTICAL FIBER BUNDLES; OPTICAL FIBER CABLES NESOI; SHEETS AND PLATES OF POLARIZING MATERIAL; OPTICAL ELEMENTS, UNMOUNTED"
9002,"OPTICAL ELEMENTS (INCLUDING LENSES, PRISMS AND MIRRORS), MOUNTED, EXCLUDING ELEMENTS OF GLASS NOT OPTICALLY WORKED; PARTS AND ACCESSORIES THEREOF"
9003,"FRAMES AND MOUNTINGS FOR SPECTACLES, GOGGLES OR THE LIKE, AND PARTS THEREOF"
9004,"SPECTACLES, GOGGLES AND THE LIKE, CORRECTIVE, PROTECTIVE OR OTHER"
9005,"BINOCULARS, MONOCULARS, OTHER OPTICAL TELESCOPES OR ASTRONOMICAL INSTRUMENTS, EXCEPT FOR RADIO-ASTRONOMY; PARTS AND ACCESSORIES, INCLUDING MOUNTINGS"
9006,PHOTOGRAPHIC (OTHER THAN CINEMATOGRAPHIC) CAMERAS; PHOTOGRAPHIC FLASHLIGHT APPARATUS AND FLASHBULBS (EXCEPT DISCHARGE LAMPS); PARTS AND ACCESSORIES
9007,CINEMATOGRAPHIC CAMERAS AND PROJECTORS (WITH OR WITHOUT SOUND RECORDING OR REPRODUCING APPARATUS); PARTS AND ACCESSORIES THEREOF
9008,"IMAGE PROJECTORS, PHOTOGRAPHIC ENLARGERS AND REDUCERS, OTHER THAN CINEMATOGRAPHIC; PARTS AND ACCESSORIES THEREOF"
9009,PHOTOCOPYING APPARATUS WITH AN OPTICAL SYSTEM OR OF THE CONTACT TYPE AND THERMOCOPYING APPARATUS; PARTS AND ACCESSORIES THEREOF
9010,APPARATUS AND EQUIPMENT FOR PHOTOGRAPHIC LABORATORIES NESOI; NEGATOSCOPES; PROJECTION SCREENS; PARTS AND ACCESSORIES THEREOF
9011,"COMPOUND OPTICAL MICROSCOPES, INCLUDING THOSE FOR PHOTOMICROGRAPHY, CINEPHOTOMICROGRAPHY OR MICROPROJECTION; PARTS AND ACCESSORIES THEREOF"
9012,MICROSCOPES OTHER THAN OPTICAL MICROSCOPES; DIFFRACTION APPARATUS; PARTS AND ACCESSORIES THEREOF
9013,"LIQUID CRYSTAL DEVICES NESOI; LASERS, OTHER THAN LASER DIODES; OPTICAL APPLIANCES AND INSTRUMENTS NESOI; PARTS AND ACCESSORIES THEREOF"
9014,DIRECTION FINDING COMPASSES; OTHER NAVIGATIONAL INSTRUMENTS AND APPLIANCES; PARTS AND ACCESSORIES THEREOF
9015,"SURVEYING, HYDROGRAPHIC, OCEANOGRAPHIC, HYDROLOGICAL, METEOROLOGICAL OR GEOPHYSICAL INSTRUMENTS ETC. NESOI; RANGEFINDERS; PARTS AND ACCESSORIES"
9016,"BALANCES OF A SENSITIVITY OF 5 CG OR BETTER, WITH OR WITHOUT WEIGHTS; PARTS AND ACCESSORIES THEREOF"
9017,"DRAWING, MARKING-OUT OR MATHEMATICAL CALCULATING INSTRUMENTS; HAND INSTRUMENTS FOR MEASURING LENGTH, NESOI; PARTS AND ACCESSORIES THEREOF"
9018,"INSTRUMENTS AND APPLIANCES USED IN MEDICAL, SURGICAL, DENTAL OR VETERINARY SCIENCES (INCLUDING ELECTRO-MEDICAL AND SIGHT-TESTING); PARTS ETC. THEREOF"
9019,"MECHANO-THERAPY, MASSAGE, PSYCHOLOGICAL APTITUDE-TESTING APPLIANCES AND APPARATUS; OZONE ETC. THERAPY AND RESPIRATION APPARATUS; PARTS AND ACCESSORIES"
9020,BREATHING APPLIANCES NESOI AND GAS MASKS HAVING MECHANICAL PARTS AND/OR REPLACEABLE FILTERS; PARTS AND ACCESSORIES THEREOF
9021,ORTHOPEDIC APPLIANCES; SPLINTS ETC.; ARTIFICIAL PARTS OF THE BODY; HEARING AIDS AND OTHER APPLIANCES TO COMPENSATE FOR A DEFECT ETC.; PARTS ETC.
9022,"X-RAY ETC. APPARATUS, INCLUDING RADIOGRAPHY OR RADIOTHERAPY APPARATUS, X-RAY TUBES AND GENERATORS, HIGH TENSION GENERATORS ETC.; PARTS AND ACCESSORIES"
9023,"INSTRUMENTS, APPARATUS AND MODELS, DESIGNED FOR DEMONSTRATIONAL PURPOSES, UNSUITABLE FOR OTHER USES, AND PARTS AND ACCESSORIES THEREOF"
9024,"MACHINES AND APPLIANCES FOR TESTING THE MECHANICAL PROPERTIES OF MATERIALS (HARDNESS, STRENGTH ETC. OF METAL, WOOD, PAPER ETC.); PARTS AND ACCESSORIES"
9025,"HYDROMETERS, THERMOMETERS, PYROMETERS, BAROMETERS, HYGROMETERS AND PSYCHROMETERS ETC.; PARTS AND ACCESSORIES THEREOF"
9026,"INSTRUMENTS AND APPARATUS FOR MEASURING OR CHECKING THE FLOW, LEVEL, PRESSURE OR OTHER VARIABLES OF LIQUIDS OR GASES, NESOI; PARTS AND ACCESSORIES"
9027,"INSTRUMENTS AND APPARATUS FOR PHYSICAL OR CHEMICAL ANALYSIS, INCLUDING CHECKING VISCOSITY, EXPANSION, HEAT, SOUND, LIGHT ETC.; MICROTOMES; PARTS ETC."
9028,"GAS, LIQUID OR ELECTRICITY SUPPLY OR PRODUCTION METERS, INCLUDING CALIBRATING METERS THEREFOR; PARTS AND ACCESSORIES THEREOF"
9029,"REVOLUTION AND PRODUCTION COUNTERS, TAXIMETERS ETC.; SPEEDOMETERS AND TACHOMETERS NESOI; STROBOSCOPES; PARTS AND ACCESSORIES THEREOF"
9030,"OSCILLOSCOPES, SPECTRUM ANALYZERS ETC. FOR MEASURING ETC. ELECTRICAL QUANTITIES, NESOI; DEVICES FOR MEASURING ETC. IONIZING RADIATIONS; PARTS ETC."
9031,"MEASURING OR CHECKING INSTRUMENTS, APPLIANCES AND MACHINES, NESOI; PROFILE PROJECTORS; PARTS AND ACCESSORIES THEREOF"
9032,AUTOMATIC REGULATING OR CONTROLLING INSTRUMENTS AND APPARATUS; PARTS AND ACCESSORIES THEREOF
9033,"PARTS AND ACCESSORIES (NOT SPECIFIED OR INCLUDED ELSEWHERE IN THIS CHAPTER) FOR MACHINES, APPLIANCES, INSTRUMENTS OR APPARATUS OF CHAPTER 90"
9101,"WATCHES, WRIST, POCKET AND OTHER, INCLUDING STOP WATCHES, WITH CASE OF PRECIOUS METAL OR OF METAL CLAD WITH PRECIOUS METAL"
9102,"WATCHES, WRIST, POCKET AND OTHER, INCLUDING STOP WATCHES, WITH CASE NEITHER OF PRECIOUS METAL NOR OF METAL CLAD WITH PRECIOUS METAL"
9103,"CLOCKS WITH WATCH MOVEMENTS, EXCLUDING INSTRUMENT PANEL AND SIMILAR CLOCKS FOR VEHICLES, AIRCRAFT, SPACECRAFT OR VESSELS"
9104,"INSTRUMENT PANEL CLOCKS AND CLOCKS OF A SIMILAR TYPE FOR VEHICLES, AIRCRAFT, SPACECRAFT OR VESSELS"
9105,"CLOCKS, ALARM, WALL AND OTHER WITH CLOCK MOVEMENTS (OTHER THAN INSTRUMENT PANEL OR SIMILAR CLOCKS FOR VEHICLES ETC.)"
9106,"TIME OF DAY RECORDING APPARATUS AND APPARATUS FOR MEASURING, RECORDING OR INDICATING INTERVALS OF TIME, WITH CLOCK ETC. MOVEMENT OR SYNCHRONOUS MOTOR"
9107,TIME SWITCHES WITH CLOCK OR WATCH MOVEMENT OR WITH SYNCHRONOUS MOTOR
9108,"WATCH MOVEMENTS, COMPLETE AND ASSEMBLED"
9109,"CLOCK MOVEMENTS, COMPLETE AND ASSEMBLED"
9110,"COMPLETE WATCH OR CLOCK MOVEMENTS, UNASSEMBLED OR PARTLY ASSEMBLED; INCOMPLETE WATCH OR CLOCK MOVEMENTS, ASSEMBLED; ROUGH WATCH OR CLOCK MOVEMENTS"
9111,WATCH CASES AND PARTS THEREOF
9112,"CLOCK CASES AND CASES OF A SIMILAR TYPE FOR OTHER GOODS (TIMING DEVICES) OF THIS CHAPTER, AND PARTS THEREOF"
9113,"WATCH STRAPS, WATCH BANDS AND WATCH BRACELETS, AND PARTS THEREOF"
9114,"CLOCK OR WATCH PARTS, NESOI"
9201,"PIANOS, HARPSICHORDS AND OTHER KEYBOARD STRINGED INSTRUMENTS"
9202,"STRING MUSICAL INSTRUMENTS, NESOI, INCLUDING GUITARS, VIOLINS AND HARPS"
9203,KEYBOARD PIPE ORGANS; HARMONIUMS AND SIMILAR KEYBOARD MUSICAL INSTRUMENTS WITH FREE METAL REEDS
9204,ACCORDIANS AND SIMILAR INSTRUMENTS; MOUTH ORGANS
9205,"WIND MUSICAL INSTRUMENTS, NESOI, INCLUDING CLARINETS, TRUMPETS AND BAGPIPES"
9206,"PERCUSSION MUSICAL INSTRUMENTS (FOR EXAMPLE, DRUMS, XYLOPHONES, CYMBALS, CASTANETS, MARACAS)"
